Date,High,Low,Open,Close,Volume,Adj Close
2018-01-02,67.88999938964844,67.33999633789062,67.41999816894531,67.5999984741211,1047800.0,66.69569396972656
2018-01-03,69.48999786376953,67.5999984741211,67.62000274658203,69.31999969482422,1698900.0,68.3926773071289
2018-01-04,69.81999969482422,68.77999877929688,69.54000091552734,68.80000305175781,2230700.0,67.87964630126953
2018-01-05,70.0999984741211,68.7300033569336,68.7300033569336,69.9000015258789,1632500.0,68.96492767333984
2018-01-08,70.33000183105469,69.55000305175781,69.7300033569336,70.05000305175781,1613400.0,69.1129150390625
2018-01-09,72.33000183105469,70.16999816894531,70.68000030517578,71.7699966430664,2666100.0,70.80990600585938
2018-01-10,71.44999694824219,70.11000061035156,71.44999694824219,70.79000091552734,2957200.0,69.84302520751953
2018-01-11,71.18000030517578,70.30000305175781,70.91999816894531,70.80000305175781,1511100.0,69.8528823852539
2018-01-12,71.86000061035156,70.5,70.7300033569336,71.7300033569336,1448100.0,70.77043914794922
2018-01-16,72.47000122070312,71.05999755859375,72.0199966430664,71.2300033569336,1702700.0,70.27713775634766
2018-01-17,72.30999755859375,71.58999633789062,71.72000122070312,72.05999755859375,1824500.0,71.09602355957031
2018-01-18,72.5,71.66999816894531,72.19999694824219,72.19000244140625,1828300.0,71.22429656982422
2018-01-19,73.22000122070312,72.05999755859375,72.4800033569336,73.06999969482422,2266100.0,72.09252166748047
2018-01-22,73.55000305175781,72.5999984741211,73.16999816894531,73.4800033569336,1963700.0,72.49702453613281
2018-01-23,74.08000183105469,73.25,74.05000305175781,73.44000244140625,1213400.0,72.45757293701172
2018-01-24,73.86000061035156,73.05000305175781,73.66000366210938,73.58000183105469,1754300.0,72.59569549560547
2018-01-25,74.48999786376953,73.6500015258789,74.16999816894531,73.86000061035156,1664100.0,72.87195587158203
2018-01-26,74.83000183105469,73.58999633789062,74.30000305175781,74.81999969482422,2386900.0,73.81910705566406
2018-01-29,75.0,74.30000305175781,74.4800033569336,74.52999877929688,1321900.0,73.53297424316406
2018-01-30,74.08000183105469,72.93000030517578,73.98999786376953,72.98999786376953,1817000.0,72.01358795166016
2018-01-31,74.38999938964844,73.23999786376953,73.7699966430664,73.43000030517578,2032800.0,72.44770050048828
2018-02-01,73.77999877929688,72.51000213623047,73.18000030517578,72.83000183105469,2008200.0,71.85572814941406
2018-02-02,72.76000213623047,71.22000122070312,72.31999969482422,71.25,1955700.0,70.29686737060547
2018-02-05,71.4800033569336,68.18000030517578,70.86000061035156,68.22000122070312,2860700.0,67.30740356445312
2018-02-06,68.83000183105469,66.12999725341797,66.95999908447266,68.44999694824219,4121200.0,67.53430938720703
2018-02-07,69.08000183105469,67.91000366210938,68.19000244140625,68.05999755859375,1988100.0,67.14954376220703
2018-02-08,68.16000366210938,65.02999877929688,68.08999633789062,65.05000305175781,4163400.0,64.17981719970703
2018-02-09,67.52999877929688,65.29000091552734,66.4000015258789,66.9800033569336,4517000.0,66.08399200439453
2018-02-12,69.05000305175781,67.37000274658203,67.45999908447266,68.43000030517578,4227600.0,67.51459503173828
2018-02-13,68.48999786376953,67.66000366210938,67.97000122070312,68.33999633789062,1825500.0,67.42579650878906
2018-02-14,69.88999938964844,67.62000274658203,67.80000305175781,69.69999694824219,3637800.0,68.76759338378906
2018-02-15,74.98999786376953,71.22000122070312,74.94000244140625,72.0199966430664,4899100.0,71.05656433105469
2018-02-16,72.69999694824219,71.62000274658203,71.97000122070312,71.97000122070312,2887100.0,71.00723266601562
2018-02-20,71.8499984741211,70.69999694824219,71.5,71.08000183105469,2580400.0,70.12913513183594
2018-02-21,72.69999694824219,70.97000122070312,71.12000274658203,71.25,1995600.0,70.29686737060547
2018-02-22,71.76000213623047,70.51000213623047,71.72000122070312,70.68000030517578,2403400.0,69.7344970703125
2018-02-23,71.37000274658203,70.05999755859375,71.1500015258789,70.69999694824219,4227000.0,69.75421905517578
2018-02-26,71.20999908447266,70.01000213623047,71.0,70.58000183105469,5947400.0,69.63582611083984
2018-02-27,70.91999816894531,69.0,70.75,69.0,3370500.0,68.07695770263672
2018-02-28,70.0,68.56999969482422,69.41999816894531,68.58999633789062,3289200.0,67.67244720458984
2018-03-01,68.80000305175781,66.79000091552734,68.47000122070312,67.37999725341797,2401800.0,66.4786376953125
2018-03-02,67.68000030517578,66.6500015258789,66.81999969482422,67.51000213623047,2057300.0,66.60689544677734
2018-03-05,67.8499984741211,66.51000213623047,67.25,67.55000305175781,1890900.0,66.6463623046875
2018-03-06,68.41999816894531,67.44999694824219,67.77999877929688,68.11000061035156,2944600.0,67.19886779785156
2018-03-07,69.86000061035156,67.30000305175781,67.36000061035156,69.69999694824219,3125800.0,68.76759338378906
2018-03-08,70.2699966430664,69.19000244140625,69.72000122070312,69.8499984741211,2453400.0,68.91558837890625
2018-03-09,71.5,70.0,70.2699966430664,71.12999725341797,2061200.0,70.178466796875
2018-03-12,71.52999877929688,70.66999816894531,71.19999694824219,70.70999908447266,2049400.0,69.76408386230469
2018-03-13,71.5199966430664,70.41999816894531,71.0,70.68000030517578,1728100.0,69.7344970703125
2018-03-14,71.16000366210938,69.69000244140625,71.06999969482422,69.91999816894531,1866300.0,68.98464965820312
2018-03-15,70.66000366210938,69.87000274658203,70.08999633789062,70.18000030517578,2530400.0,69.24118041992188
